Transaction_ID,Timestamp,Amount,Merchant,Location,Card_Type,Device,Is_Fraud
2369,21/01/2025 12:21,42.03,King Group,Cisnerosburgh,Discover,Mobile,0
2370,18/01/2025 00:47,130.63,"Garcia, Howe and Robertson",West Amyview,MasterCard,Tablet,0
2371,06/01/2025 03:53,105.64,Lynch-Jimenez,Wattsstad,Visa,Mobile,0
2372,03/02/2025 11:24,186.82,Leach-Andrews,New Jeremiahville,Discover,Desktop,0
2373,01/02/2025 02:54,117.93,Williams Inc,North Roy,MasterCard,Mobile,0
2374,05/02/2025 15:55,56.2,"Davis, Morris and Chen",West Jacqueline,MasterCard,Desktop,0
2375,16/01/2025 12:04,111.77,Kemp-Thompson,Aliciaborough,Amex,Desktop,0
2376,01/01/2025 07:08,32.21,"Phillips, Jackson and Hall",Johnport,Discover,Tablet,0
2377,01/02/2025 14:04,36.57,Chapman-Richardson,North Jessemouth,MasterCard,Mobile,0
2378,23/01/2025 00:30,155.58,Barnett-Reid,Alexandraburgh,Amex,Mobile,0
2379,16/01/2025 16:14,59.13,Fletcher and Sons,West Patrick,MasterCard,Mobile,0
2380,10/01/2025 17:32,160.14,"Wilson, Fernandez and Yang",Walshland,Discover,Tablet,0
2381,31/01/2025 19:33,172.83,Williams-Fisher,Port Brendanberg,Visa,Tablet,0
2382,01/02/2025 09:05,194.89,"Harrison, Williams and Murray",South Ryan,Discover,Desktop,1
2383,30/01/2025 07:48,248.45,Durham-Lopez,North Alex,Discover,Desktop,0
2384,08/01/2025 14:33,56.38,"Garner, Brown and Yoder",West Richard,MasterCard,Desktop,0
2385,08/01/2025 05:51,38.4,"Brown, Malone and Marks",Holthaven,MasterCard,Tablet,0
2386,29/01/2025 23:50,87.27,Rodriguez LLC,Markland,Discover,Tablet,0
2387,27/01/2025 01:36,46.39,Clarke-Petty,Knappburgh,Amex,Tablet,0
2388,03/01/2025 14:48,91.9,Khan PLC,North Joseph,Amex,Desktop,0
2389,14/01/2025 15:14,122.28,Lee-Gonzalez,Andersonberg,Amex,Tablet,0
2390,13/01/2025 20:54,116.61,Gross-Evans,Shawntown,MasterCard,Desktop,0
2391,29/01/2025 10:07,46.93,Crawford and Sons,North Jennifer,MasterCard,Desktop,0
2392,23/01/2025 10:24,18.26,Young-Flynn,North Seth,Discover,Mobile,0
2393,04/02/2025 17:02,56.3,Cantrell-Andrews,Ramirezchester,Visa,Mobile,0
2394,14/01/2025 20:22,15.38,Williams-Velazquez,Moniqueton,MasterCard,Mobile,0
2395,02/01/2025 00:26,220.82,"Santana, Price and Ford",Mitchellborough,Discover,Desktop,0
2396,14/01/2025 17:23,42.45,"Welch, Johnston and Duffy",Greenfort,Discover,Mobile,0
2397,14/01/2025 05:03,16.78,Haas Ltd,Joeltown,Visa,Mobile,0
2398,01/02/2025 20:45,2.58,Edwards Inc,Gailside,Amex,Mobile,0
2399,06/01/2025 21:01,103.8,"Hall, Johnson and Campos",Adamton,Discover,Tablet,1
2400,01/02/2025 18:22,101.31,"Warren, Paul and Smith",Lake Danielle,Discover,Desktop,0
2401,14/01/2025 09:39,41.64,Edwards-Webb,Millermouth,Discover,Mobile,0
2402,07/01/2025 03:53,7.44,Lopez-Navarro,Gonzalesmouth,Amex,Tablet,0
2403,26/01/2025 21:54,52.7,Horton Ltd,West Luischester,Amex,Tablet,0
2404,07/01/2025 15:54,37.28,Johnson and Sons,New Kelsey,Visa,Tablet,0
2405,20/01/2025 09:23,113.05,Patel Inc,Odomchester,MasterCard,Mobile,0
2406,07/01/2025 08:29,93.08,Montoya-Rodriguez,Mclaughlinshire,Amex,Tablet,0
2407,16/01/2025 16:46,45.35,"Vasquez, Haas and Flores",Collinsberg,MasterCard,Desktop,0
2408,21/01/2025 17:03,24.58,Garcia Inc,Adammouth,MasterCard,Tablet,0
2409,02/02/2025 22:18,442.59,Abbott-Roberts,Jillfort,Amex,Tablet,0
2410,01/02/2025 18:15,60.51,Moss-Moreno,South Abigailmouth,Discover,Tablet,0
2411,24/01/2025 04:15,116.56,"Oliver, French and Burnett",South Anna,Visa,Tablet,0
2412,15/01/2025 14:18,15.15,"Wright, Johnson and Jimenez",West Bianca,MasterCard,Desktop,0
2413,01/01/2025 02:41,66.47,Ibarra-Palmer,Phillipstown,Discover,Mobile,0
2414,15/01/2025 09:12,2.79,Ross-Cunningham,Port Jasonburgh,Amex,Desktop,0
2415,19/01/2025 07:32,70.41,Sellers and Sons,Gutierrezborough,MasterCard,Desktop,0
2416,27/01/2025 10:50,332.47,"Thompson, Moyer and Mullins",Gibsonchester,MasterCard,Mobile,0
2417,14/01/2025 13:02,48.48,"Johnson, Powers and Green",South Jennifer,MasterCard,Tablet,0
2418,29/01/2025 18:37,3.98,Campbell-Harris,Ramirezbury,Discover,Mobile,0
2419,19/01/2025 16:00,3.14,Glover-Morrow,East James,Discover,Mobile,0
2420,02/01/2025 22:49,49.1,Bailey-Warren,Wallsfurt,Discover,Desktop,0
2421,25/01/2025 05:29,17.44,Reynolds Inc,Andrewtown,MasterCard,Mobile,0
2422,28/01/2025 14:14,2.36,"Brooks, Walsh and Smith",Lake Peter,MasterCard,Tablet,0
2423,14/01/2025 10:47,141.15,"Peck, Williams and Graham",Sylviahaven,Visa,Desktop,0
2424,24/01/2025 17:52,61.35,Smith-Bailey,West Josephborough,Visa,Tablet,0
2425,03/01/2025 19:20,34.14,White and Sons,New Soniabury,Discover,Desktop,0
2426,01/02/2025 10:34,230.34,Harris-Perry,East Amanda,Discover,Tablet,0
2427,04/02/2025 23:46,12.35,Dean-Tran,Port Jason,Amex,Mobile,0
2428,17/01/2025 09:55,312.17,Peterson Ltd,West Phillipside,Discover,Mobile,0
2429,08/01/2025 13:48,37.68,"Callahan, Booth and Smith",Jaredfurt,Visa,Mobile,0
2430,29/01/2025 22:45,219.29,"Martin, Kelly and Nguyen",Turnerbury,Visa,Tablet,0
2431,20/01/2025 05:22,92.37,Jennings Group,Myersbury,Visa,Desktop,0
2432,11/01/2025 07:43,175.28,Rogers-Guzman,New Lisa,MasterCard,Desktop,0
2433,09/01/2025 05:25,413.6,"Keller, Thompson and Brown",Macdonaldland,MasterCard,Desktop,0
2434,10/01/2025 16:47,34.02,"Stone, Oconnor and Lester",Courtneyhaven,Discover,Mobile,0
2435,03/02/2025 04:41,324.77,"Frank, Mendoza and Byrd",Justinland,Amex,Tablet,0
2436,09/01/2025 21:24,49.34,Flynn and Sons,Port Linda,Amex,Desktop,0
2437,17/01/2025 15:26,48.7,Bryan-Powell,Port Emily,Amex,Tablet,0
2438,08/01/2025 23:17,41.61,Johnson Group,Mckayborough,MasterCard,Desktop,0
2439,03/02/2025 21:16,77.96,Harris-Hall,New Stephanieport,Visa,Mobile,0
2440,30/01/2025 19:13,16.74,Jackson-Smith,South Christinatown,Visa,Tablet,0
2441,30/01/2025 06:53,80.68,Middleton-Rodriguez,Carolynfort,MasterCard,Desktop,0
2442,30/01/2025 05:33,78.02,"Jones, Hughes and Holland",Brianberg,Amex,Desktop,0
2443,04/02/2025 05:23,143.51,Bond and Sons,Monicaburgh,Amex,Desktop,0
2444,04/02/2025 19:27,179.37,Frye-Lee,Kellychester,Discover,Desktop,0
2445,25/01/2025 14:29,58.06,"Harmon, Shaffer and Tran",Perezside,Discover,Mobile,0
2446,28/01/2025 02:04,36,"Wagner, Huber and Johnson",Kathrynfurt,Amex,Desktop,0
2447,05/02/2025 15:28,30.02,Hale-Gonzalez,Blackburntown,MasterCard,Desktop,0
2448,07/01/2025 14:40,21.64,Meyer-Miller,Craigshire,Amex,Mobile,0
2449,11/01/2025 04:09,5.94,"Byrd, Peterson and Johnson",South Abigailburgh,Discover,Desktop,0
2450,03/01/2025 04:06,41.92,Lopez Ltd,South David,Amex,Tablet,0
2451,09/01/2025 07:22,31.51,Harvey PLC,Travisborough,MasterCard,Tablet,0
2452,09/01/2025 09:45,339.37,Schmidt LLC,Lake Gabrielburgh,Visa,Desktop,0
2453,15/01/2025 05:52,81.58,Perez LLC,Lake Felicia,MasterCard,Mobile,0
2454,05/01/2025 21:58,42.66,"Sherman, Parker and Turner",Gonzalezhaven,MasterCard,Mobile,0
2455,04/01/2025 17:34,86.86,Esparza LLC,Thomasfort,Discover,Mobile,0
2456,03/01/2025 06:42,14.99,Chavez-Parker,Davischester,MasterCard,Desktop,0
2457,25/01/2025 10:23,58.71,"Willis, Wright and Hernandez",Garyville,MasterCard,Desktop,0
2458,06/01/2025 21:31,98.41,Morales-Martinez,Port Elizabeth,Discover,Tablet,0
2459,08/01/2025 08:04,67.12,Mcintosh-Moore,North Brandi,Discover,Mobile,0
2460,20/01/2025 00:38,51.38,Adkins-Johnson,East Rachel,Visa,Desktop,0
2461,12/01/2025 00:47,509.1,"Taylor, Chen and Taylor",Hammondborough,Amex,Desktop,0
2462,27/01/2025 05:26,212.29,"Smith, Wagner and White",Garciamouth,MasterCard,Desktop,0
2463,17/01/2025 11:24,97.66,"Bailey, Hinton and Johnson",New Sarahtown,Discover,Mobile,0
2464,30/01/2025 03:04,84.25,"Anderson, Smith and Harris",New Albertview,Visa,Mobile,0
2465,12/01/2025 22:40,96.93,Reed-Burke,South Morgan,Amex,Tablet,0
2466,18/01/2025 07:09,22.48,"Gomez, Moore and Jennings",East Johnborough,Discover,Mobile,0
2467,16/01/2025 10:06,50.28,"Craig, Dunn and Olsen",Littleton,Amex,Desktop,0
2468,04/02/2025 14:54,4.03,"Young, Reeves and Little",East Pennyshire,Amex,Tablet,0
2469,23/01/2025 02:26,64.54,"Hanson, Dennis and Miller",Gonzalezmouth,MasterCard,Mobile,0
2470,10/01/2025 08:38,78.31,Griffith and Sons,South Wesley,MasterCard,Mobile,0
2471,25/01/2025 06:51,25.84,Green Group,Lake James,Discover,Mobile,0
2472,04/01/2025 21:32,332.5,Moore LLC,Dunlapfort,Amex,Mobile,0
2473,02/02/2025 10:43,240.19,"Clark, Cook and Mayer",Spencerstad,Discover,Desktop,0
2474,26/01/2025 02:03,128.06,"Anderson, Kirby and Weaver",Jacksonmouth,Discover,Mobile,1
2475,27/01/2025 10:25,76.23,Bauer PLC,Michaelchester,Amex,Desktop,0
2476,14/01/2025 17:00,204,"Mason, Campbell and Harris",Coryborough,Discover,Desktop,0
2477,01/01/2025 05:06,14,Craig Inc,Port Johnborough,Amex,Desktop,0
2478,17/01/2025 07:54,156.31,"Vazquez, Nicholson and Mclean",Juliaside,Amex,Tablet,0
2479,25/01/2025 05:35,13.33,Brooks-Stone,South Luisland,Amex,Desktop,0
2480,03/02/2025 08:46,158.09,Sanchez Group,Rogersfurt,Amex,Mobile,0
2481,05/01/2025 22:29,32.26,Rocha-Odonnell,Brownburgh,Visa,Tablet,0
2482,22/01/2025 11:16,209.63,Oconnor Group,North James,Amex,Mobile,0
2483,28/01/2025 02:27,288.32,Conner-Jackson,Lake Kaitlyn,MasterCard,Desktop,0
2484,05/01/2025 08:30,16.11,Gray Inc,Bobbyhaven,MasterCard,Mobile,0
2485,23/01/2025 16:11,62.12,Watson PLC,North Jennifer,MasterCard,Tablet,0
2486,30/01/2025 04:33,396.27,Stone-Brown,Port Jimmy,Amex,Tablet,0
2487,08/01/2025 11:08,66.05,Villa-Elliott,North Daniel,MasterCard,Mobile,0
2488,04/01/2025 16:25,199.18,Peters-Nielsen,North Andrewshire,Visa,Mobile,0
2489,09/01/2025 06:22,88.85,"Livingston, Navarro and Moore",Michaelfort,Discover,Mobile,0
2490,26/01/2025 09:41,47.05,Rush-Montgomery,East Randy,Amex,Tablet,0
2491,13/01/2025 02:33,33.66,"Hunter, Hawkins and Ortiz",Ericton,MasterCard,Desktop,0
2492,31/01/2025 00:42,22.72,"Rodgers, Duncan and Ellis",New James,Visa,Mobile,0
2493,11/01/2025 03:00,143.46,Howard and Sons,Torresview,Discover,Desktop,0
2494,01/01/2025 18:57,48.86,Cole-Johnson,Thompsonland,Visa,Tablet,0
2495,31/01/2025 00:38,71.6,May LLC,Davidport,MasterCard,Mobile,0
2496,27/01/2025 23:19,67.79,"Le, Webster and Lewis",Hayeschester,Visa,Mobile,0
2497,03/02/2025 17:17,86.1,Nelson LLC,Sextonton,Discover,Tablet,0
2498,10/01/2025 10:53,200.68,Martin-Holland,South Andrea,MasterCard,Mobile,0
2499,02/02/2025 02:30,394.97,Mitchell-Byrd,North Calebton,Discover,Desktop,0
2500,14/01/2025 12:55,52.35,Lyons-Brown,Knightton,Visa,Tablet,0
2501,15/01/2025 03:58,175.75,Vaughn LLC,North Frederickville,Amex,Tablet,0
2502,23/01/2025 10:15,144.62,Bryant Inc,Port Ericview,Amex,Mobile,0
2503,03/02/2025 00:24,85.22,"Walker, Hale and Gray",Port Patriciamouth,Amex,Tablet,0
2504,22/01/2025 17:34,312.46,Jackson-Johnson,Port Kathrynfort,Amex,Mobile,0
2505,17/01/2025 13:15,22.37,Wong-Ramirez,Brianborough,Discover,Mobile,0
2506,09/01/2025 18:10,11.57,Bell-Lara,Hartfort,Amex,Tablet,0
2507,17/01/2025 01:17,192.39,"Baker, Jackson and Cabrera",West Jamesmouth,Discover,Mobile,0
2508,12/01/2025 04:15,57.83,"Ruiz, Torres and Bauer",East Erika,MasterCard,Desktop,0
2509,13/01/2025 14:16,187.71,Osborne-Robinson,West Kristen,Amex,Desktop,0
2510,08/01/2025 06:50,223.58,Wilson Group,New Bethany,Discover,Mobile,0
2511,17/01/2025 03:58,6.45,Estrada-Hansen,Port Angela,Amex,Desktop,0
2512,06/01/2025 16:15,214.96,"Patton, Bryant and Howe",Susanbury,Amex,Mobile,0
2513,08/01/2025 20:01,59.48,"Pacheco, Moran and Brandt",Deannaside,Amex,Desktop,0
2514,06/01/2025 01:48,71.42,Sharp and Sons,Martinezstad,Discover,Tablet,0
2515,19/01/2025 08:51,98.51,"Brown, Smith and Lewis",Longtown,Visa,Mobile,0
2516,06/01/2025 07:16,260.89,Myers and Sons,Port Bethside,Amex,Mobile,0
2517,28/01/2025 06:12,1.93,"Rhodes, Alvarez and Bean",Reyeschester,Amex,Mobile,0
2518,07/01/2025 16:27,64.79,Jackson Inc,Ashleyhaven,MasterCard,Mobile,0
2519,09/01/2025 18:51,116.39,"Garcia, Ross and Castro",North Stacey,Visa,Mobile,0
2520,28/01/2025 14:03,128.27,Fischer-Blackwell,New Barry,Discover,Mobile,0
2521,04/02/2025 14:43,117.94,"Gray, White and Brown",Sextonborough,MasterCard,Tablet,0
2522,30/01/2025 02:08,14.44,Parker-Myers,East Jacqueline,Amex,Tablet,0
2523,20/01/2025 21:18,35.58,Wright and Sons,Andradefurt,MasterCard,Desktop,0
2524,21/01/2025 17:22,44.43,Holloway and Sons,South Kevinchester,MasterCard,Mobile,0
2525,23/01/2025 05:31,163.19,Garcia and Sons,Bennettton,Amex,Desktop,0
2526,10/01/2025 23:29,32.68,Grant-Poole,Bensonchester,Visa,Desktop,0
2527,07/01/2025 09:32,23.66,Ellison-Todd,Lake Sarafurt,Visa,Tablet,0
2528,07/01/2025 22:24,315.7,"Baker, Green and Gonzalez",Port Lisa,MasterCard,Desktop,0
2529,12/01/2025 19:38,0.89,"Hall, Johnson and Garcia",Obrienview,Amex,Tablet,0
2530,14/01/2025 23:36,612.88,"Rivas, Hunter and Thomas",Jenniferside,Discover,Desktop,0
2531,25/01/2025 18:38,112.95,"Madden, Bender and King",Gatesborough,MasterCard,Mobile,0
2532,15/01/2025 00:55,176.3,"Byrd, Patterson and Knight",Melissaport,Discover,Desktop,0
2533,30/01/2025 01:39,34.9,"Wilson, Gardner and King",Port Tonya,MasterCard,Tablet,0
2534,26/01/2025 19:22,1.44,Le Inc,Wilkinsfort,MasterCard,Tablet,0
2535,25/01/2025 07:42,133.89,Stewart LLC,North Donnaton,Amex,Tablet,0
2536,29/01/2025 16:54,179.66,Wilkerson Group,North Marie,Amex,Desktop,0
2537,05/01/2025 22:45,134.89,"Lamb, Hoffman and Davis",Port Kerry,Discover,Desktop,0
2538,27/01/2025 04:30,15.41,Cook LLC,Brewerfort,Discover,Tablet,0
2539,03/02/2025 06:02,140.01,"White, Wright and Adkins",New Paultown,Visa,Mobile,0
2540,01/02/2025 03:53,146.5,"Mccullough, Lewis and Brown",Ryanstad,Amex,Mobile,0
2541,02/02/2025 15:11,107.45,Munoz-Green,Robertbury,MasterCard,Desktop,0
2542,24/01/2025 20:25,145.29,Watson LLC,Andrewhaven,MasterCard,Desktop,0
2543,13/01/2025 05:55,187.03,Roth-Franklin,Mirandashire,Visa,Tablet,0
2544,17/01/2025 02:29,95.09,English-Williams,New Nataliehaven,Amex,Desktop,0
2545,26/01/2025 03:22,9.28,Smith and Sons,Davidsonton,MasterCard,Desktop,0
2546,24/01/2025 17:42,66.87,Reeves-Turner,Sparksbury,Visa,Tablet,0
2547,16/01/2025 10:22,8.08,Harrell Inc,West Sarahton,Visa,Tablet,0
2548,07/01/2025 00:01,52.35,Ramirez Ltd,Johnfort,MasterCard,Desktop,0
2549,02/01/2025 13:23,52.27,Jones LLC,South Michaelstad,MasterCard,Mobile,0
2550,03/02/2025 04:20,6.83,Snyder-Johnson,Danielside,Discover,Desktop,0
2551,27/01/2025 12:55,42.9,Munoz-Yates,East Antonio,Amex,Mobile,0
2552,16/01/2025 03:14,11.77,"Lindsey, Jones and Smith",East Catherineville,Discover,Mobile,0
2553,13/01/2025 22:55,165.15,"Graham, Jones and Burns",Greenstad,Visa,Mobile,0
2554,28/01/2025 20:04,295.05,Cobb-Phillips,Lake Katieton,MasterCard,Tablet,0
2555,19/01/2025 09:22,7.51,"Martin, Jones and Vasquez",Danielburgh,Discover,Tablet,0
2556,30/01/2025 09:26,310.37,Cox-Bright,Port Jeffrey,Visa,Tablet,0
2557,27/01/2025 20:43,73.94,Jordan Ltd,West Jason,Amex,Desktop,0
2558,31/01/2025 06:10,35.61,Khan-Lucero,Sarahmouth,MasterCard,Tablet,0
2559,19/01/2025 21:11,8,Smith LLC,Rosefort,Discover,Tablet,0
2560,19/01/2025 17:06,69.44,"Levine, Ballard and Holder",New Franciscoville,Amex,Desktop,0
2561,13/01/2025 01:08,158.24,Dunn-Richards,Williamsmouth,Discover,Desktop,0
2562,17/01/2025 03:40,122.79,Hodge-Jackson,Lake Maryshire,Visa,Mobile,0
2563,24/01/2025 22:05,5.15,"Spencer, Terry and Best",North Luis,Amex,Desktop,0
2564,15/01/2025 00:48,7.57,Dunn-Martinez,Jonesside,Discover,Desktop,0
2565,18/01/2025 22:42,51.56,Robinson Ltd,Evansfurt,Amex,Tablet,0
2566,24/01/2025 08:48,35,Terrell Inc,Berryhaven,Visa,Mobile,0
2567,06/01/2025 02:19,26.45,Blackburn-Villegas,Stephenport,Amex,Mobile,0
2568,03/01/2025 21:10,32.99,Ellis Inc,Benjaminville,Discover,Desktop,0
2569,06/01/2025 08:31,162.7,Davis-Fowler,Gabrielchester,Visa,Tablet,0
2570,05/01/2025 20:46,264.83,"Smith, Perez and Mclaughlin",New Andrewmouth,MasterCard,Tablet,0
2571,07/01/2025 06:12,51.94,Atkinson PLC,Charlesmouth,Discover,Tablet,0
2572,31/01/2025 02:32,236.56,Day-Castillo,Lake John,Discover,Tablet,0
2573,30/01/2025 12:15,38.79,Forbes LLC,East Ryanborough,Visa,Desktop,0
2574,04/02/2025 03:41,64.71,Austin Ltd,Barbaraberg,Visa,Tablet,0
2575,31/01/2025 22:15,25.62,"Martinez, Mooney and Hudson",New Miranda,MasterCard,Mobile,0
2576,13/01/2025 23:15,102.3,Watson-Turner,Smithburgh,Discover,Mobile,0
2577,15/01/2025 18:00,386.23,Lopez-Delgado,Port Lisa,Visa,Desktop,0
2578,21/01/2025 02:08,92.51,Morgan PLC,Williamsland,MasterCard,Tablet,0
2579,28/01/2025 18:46,44.29,"Lee, Escobar and Carney",North Abigailland,MasterCard,Tablet,0
2580,14/01/2025 09:14,104.36,"Mercado, Hernandez and Nelson",Andrewside,Visa,Tablet,0
2581,19/01/2025 07:29,13.12,Sharp LLC,Phillipsland,Discover,Tablet,0
2582,27/01/2025 15:17,219.52,Lawrence-Rivera,South Scott,Amex,Desktop,0
2583,07/01/2025 12:53,69.93,Hamilton-Lopez,West Melanie,Amex,Tablet,0
2584,06/01/2025 08:19,59.67,"Reid, Rivera and Wright",North Rebeccatown,MasterCard,Desktop,0
2585,02/01/2025 17:23,88.16,Leon PLC,New Loretta,Amex,Tablet,0
2586,16/01/2025 21:47,98.03,Shannon-Best,Lake Anthony,Amex,Tablet,0
2587,14/01/2025 07:36,7.45,"Mora, Oneill and Morgan",Carlview,Visa,Mobile,0
2588,21/01/2025 01:58,114.76,"Alvarez, Newman and Hays",Fredericktown,MasterCard,Desktop,0
2589,01/01/2025 09:43,27.7,Russo LLC,South Troy,Discover,Mobile,0
2590,19/01/2025 03:31,125.16,Garcia Ltd,Gracefurt,MasterCard,Desktop,0
2591,25/01/2025 19:23,172.9,"Guerrero, Reed and Pratt",New Marcus,Visa,Tablet,0
2592,02/01/2025 12:32,162.94,Price-Thompson,Leslieport,Amex,Tablet,0
2593,31/01/2025 14:09,80.41,"Stanley, Parks and Snow",Taylorport,Discover,Desktop,0
2594,29/01/2025 08:20,73.43,Moore Ltd,Laurenton,MasterCard,Mobile,0
2595,17/01/2025 11:36,15.42,"Hunter, Flores and Campbell",Blakeborough,Amex,Desktop,0
2596,30/01/2025 00:56,149.32,Adams PLC,Moralesmouth,MasterCard,Desktop,0
2597,21/01/2025 19:22,31.66,Robinson Group,Lake Lauren,Discover,Tablet,0
2598,03/02/2025 20:44,68.66,Wilson and Sons,North Justin,MasterCard,Mobile,0
2599,06/01/2025 06:08,33.45,"Martinez, Johnson and Brown",Cooperfort,MasterCard,Desktop,0
2600,28/01/2025 08:31,14.37,Ellis-Lyons,Hicksstad,MasterCard,Mobile,0
2601,02/01/2025 01:54,99.31,Livingston-Williams,Martintown,Amex,Mobile,0
2602,19/01/2025 22:52,5.59,Potts PLC,Samanthafort,Discover,Desktop,1
2603,12/01/2025 22:48,138.09,Brown-Fry,Murrayfurt,Discover,Mobile,0
2604,14/01/2025 06:16,38.21,Shannon Inc,Morrowfurt,Amex,Tablet,0
2605,14/01/2025 15:22,0.01,Whitaker Group,North Ryanberg,Amex,Tablet,0
2606,25/01/2025 09:50,71.57,"Gonzalez, Cook and Andrews",Kevinport,Amex,Tablet,0
2607,16/01/2025 02:26,4.8,Reed-Morgan,Lake Maureen,Visa,Tablet,0
2608,02/02/2025 07:41,32.32,"Gould, Jones and Lewis",South Jessica,MasterCard,Mobile,0
2609,02/01/2025 15:12,122.75,"Berger, Parsons and Torres",Port Tanyastad,MasterCard,Tablet,0
2610,06/01/2025 00:17,6.47,Compton PLC,Calebville,Discover,Desktop,0
2611,23/01/2025 04:18,182.85,"Dixon, Garrett and Rodriguez",New Juanview,MasterCard,Tablet,0
2612,03/01/2025 05:57,0.38,"Shaffer, Murphy and Lewis",South Reneetown,Visa,Desktop,1
2613,02/01/2025 04:45,28.35,Carter LLC,Ronaldside,Amex,Desktop,0
2614,22/01/2025 20:50,135.06,Scott-Rice,Tristanfurt,Discover,Tablet,0
2615,08/01/2025 22:34,38.02,Joseph LLC,South Michael,Discover,Tablet,0
2616,05/02/2025 01:46,10.75,Morris Ltd,Staffordshire,MasterCard,Mobile,0
2617,30/01/2025 13:09,44.67,Sheppard-Davis,South Gregory,Discover,Desktop,0
2618,29/01/2025 22:26,31.52,"Hart, Winters and Norton",New Kirsten,Amex,Tablet,0
2619,17/01/2025 19:10,184.97,Wong and Sons,Priceberg,Discover,Mobile,0
2620,18/01/2025 22:45,37.59,"Harper, Ray and Harris",South Jenniferchester,Amex,Tablet,0
2621,17/01/2025 17:07,155.56,Moore Ltd,North Nicoleburgh,Visa,Tablet,0
2622,10/01/2025 00:51,222.44,Lowe LLC,East Barbaraton,Visa,Tablet,0
2623,20/01/2025 18:50,56.88,White Ltd,Fitzpatrickfurt,Amex,Desktop,0
2624,02/02/2025 18:50,240.73,"Bell, Parks and Moore",Bartlettberg,MasterCard,Tablet,0
2625,28/01/2025 05:20,47.37,"Branch, Robinson and Soto",New Robertburgh,Discover,Mobile,0
2626,16/01/2025 18:46,332.64,Brown-Krause,Downschester,MasterCard,Tablet,0
2627,16/01/2025 05:17,9.35,"Brown, Roth and Moody",Emmachester,Discover,Tablet,0
2628,02/01/2025 20:10,116.16,"Walsh, Roberts and Morgan",Lake Calvinside,Visa,Mobile,0
2629,29/01/2025 20:21,68.09,Martin-Norman,East Luke,Visa,Mobile,0
2630,18/01/2025 17:04,49.04,Hines-Garza,Port Jessicaland,Visa,Desktop,0
2631,05/01/2025 05:56,100.16,"Reyes, Adkins and Sanchez",Calvinchester,Discover,Desktop,0
2632,15/01/2025 10:12,121.69,Wilkins-Torres,West Loritown,Visa,Desktop,0
2633,04/01/2025 18:06,0.44,Allen-Williams,South Reginaview,Visa,Desktop,0
2634,22/01/2025 16:38,18.27,"Wilson, Adams and Thomas",New Ashleymouth,Visa,Mobile,0
2635,10/01/2025 17:12,124.84,Garcia Inc,South Lauriefurt,Visa,Tablet,0
2636,01/01/2025 12:37,109.78,Davis-Bradley,Hebertland,MasterCard,Tablet,0
2637,01/02/2025 19:42,338.28,Martinez-Mullen,New Michaelside,Visa,Tablet,0
2638,04/01/2025 01:02,143.14,Brady-Willis,Thomasfort,Visa,Desktop,0
2639,06/01/2025 14:02,301.13,King Inc,Sanchezbury,MasterCard,Mobile,0
2640,09/01/2025 17:07,121.25,Ford-Martinez,Julieshire,MasterCard,Mobile,0
2641,10/01/2025 19:59,35.39,"Burch, Frey and Matthews",Michaelshire,Discover,Mobile,0
2642,24/01/2025 06:43,11.13,Gutierrez LLC,West Stephanie,Amex,Tablet,0
2643,30/01/2025 21:19,152.25,Morgan-Bailey,South Amber,Visa,Desktop,0
2644,21/01/2025 13:17,103.32,Mason-Valdez,Rodriguezmouth,Visa,Mobile,0
2645,26/01/2025 21:23,4.94,Wiggins-Barton,Lake Robertburgh,Visa,Desktop,0
2646,12/01/2025 19:37,44.64,Todd PLC,Nicoleburgh,Discover,Mobile,0
2647,12/01/2025 21:30,314.19,Hudson-Henry,Georgeburgh,Visa,Desktop,0
2648,27/01/2025 14:32,69.39,Morris-Hodges,Michaelchester,Amex,Mobile,0
2649,09/01/2025 09:45,56.69,Lynch Inc,Gregoryberg,MasterCard,Desktop,0
2650,17/01/2025 02:03,61.19,Bailey Inc,Drakeport,Discover,Mobile,0
2651,02/01/2025 19:30,23.43,Young-Curtis,East Betty,MasterCard,Mobile,0
2652,30/01/2025 12:25,46,Chambers LLC,Ricechester,Visa,Desktop,1
2653,02/02/2025 18:00,46.17,"Harrell, Graham and Evans",Leeside,Visa,Desktop,0
2654,01/02/2025 05:36,5.38,Hamilton-King,Lake Austin,Visa,Tablet,0
2655,14/01/2025 16:42,145.92,"Wheeler, Arias and Hatfield",Schroederville,Amex,Desktop,0
2656,19/01/2025 02:35,53.87,Johnson and Sons,North Alexis,Amex,Mobile,0
2657,05/02/2025 19:44,172.7,Harris-Zimmerman,Allenhaven,Discover,Mobile,0
2658,26/01/2025 16:43,189.94,Young LLC,Scottville,MasterCard,Desktop,0
2659,03/02/2025 14:54,23.82,"Roy, Wood and Todd",New David,Visa,Tablet,0
2660,04/02/2025 18:33,107.11,Leonard-Mcdaniel,Lisachester,Visa,Desktop,1
2661,01/01/2025 02:06,63.92,Cisneros Group,North Rebekahland,Visa,Mobile,0
2662,11/01/2025 15:48,212.16,"Allen, Johnson and Taylor",South Jeffrey,Visa,Mobile,0
2663,18/01/2025 21:35,24.3,Branch Inc,West Johnland,Amex,Tablet,0
2664,03/02/2025 06:50,113.26,Patel-Hogan,New Carolyn,MasterCard,Desktop,1
